Tribunal;Grau;Nome_Orgao;UF;Municipio;Ano;Mes;Processo;Codigos_classes;Codigo_da_Ultima_classe;Nome_da_Ultima_classe;Codigos_assuntos;Data_de_Referencia;Data_do_julgamento:_Situacao:_Movimento;Data_da_decisao:_Situacao:_Movimento;Formato;Procedimento;Recurso;Codigo_Orgao;id_municipio;Polo_ativo;Polo_ativo_-_CNPJ;Polo_ativo_-_Natureza_juridica;Polo_ativo_-_CNAE;Polo_passivo;Polo_passivo_-_CNPJ;Polo_passivo_-_Natureza_juridica;Polo_passivo_-_CNAE;Poder_publico
TJMA;G1;1ª VARA DE SANTA INÊS;MA;SANTA INES;2025;6;0800632-68.2020.8.10.0056;{49};49;USUCAPIÃO;{10458};2025-06-02;{20250602:28:458};{20240402:17:12164,20240229:17:941};Eletrônico;Conhecimento não criminal;0;3120;4349;;;;;;;;;
TJMA;G1;1ª VARA DE SANTA INÊS;MA;SANTA INES;2025;1;0803643-03.2023.8.10.0056;{49};49;USUCAPIÃO;{10458};2025-01-07;{20250107:28:454};{20241001:17:15085,20240726:17:941};Eletrônico;Conhecimento não criminal;0;3120;4349;;;;;;;;;
TJMA;G1;1ª VARA DE SANTA INÊS;MA;SANTA INES;2024;2;0802258-54.2022.8.10.0056;{49,156};49;USUCAPIÃO;{10458};2024-02-23;{20240223:27:219};{};Eletrônico;Conhecimento não criminal;0;3120;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2024;9;0001919-12.2014.8.10.0056;{49};49;USUCAPIÃO;{10457};2024-09-19;{20150312:28:454,20240919:28:458};{};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2024;2;0000046-06.2016.8.10.0056;{49,156};49;USUCAPIÃO;{10459};2024-02-05;{20240205:27:219};{20180605:46:268,20220204:17:12164,20220620:17:12387};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;{ROCHEDO ASSESSORIA IMOBILIARIA LTDA};{02473569000108};{SOCIEDADE EMPRESARIA LIMITADA};{COMPRA E VENDA DE IMOVEIS PROPRIOS};
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2025;2;0802008-60.2018.8.10.0056;{49};49;USUCAPIÃO;{10500,10459};2025-02-13;{20250213:27:219};{20230831:17:12307,20240229:17:15085,20240805:17:12164};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2024;4;0800610-44.2019.8.10.0056;{49};49;USUCAPIÃO;{10458};2024-04-01;{20240401:27:220};{20210805:17:12164,20220223:17:12164};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2025;2;0804409-22.2024.8.10.0056;{49};49;USUCAPIÃO;{10458};2025-02-06;{20250206:28:454};{20241010:17:15085,20250703:17:12164};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2024;8;0801510-27.2019.8.10.0056;{49};49;USUCAPIÃO;{10500,10459};2024-08-01;{20240801:27:219};{20190807:17:12164,20210505:17:12164,20231218:17:12307};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2025;4;0801424-56.2019.8.10.0056;{49};49;USUCAPIÃO;{10464};2025-04-28;{20250428:27:219};{20190731:17:12164,20240730:17:12164,20240918:17:12387,20241128:17:12164};Eletrônico;Conhecimento não criminal;0;3121;4349;{E DE S E SILVA LTDA};{01139686000169};{SOCIEDADE EMPRESARIA LIMITADA};{SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES};;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2025;3;0001192-19.2015.8.10.0056;{49};49;USUCAPIÃO;{10458};2025-03-12;{20250312:27:220};{20181119:17:12164,20201231:46:898,20220629:17:12387,20240507:17:12164,20190115:17:961};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;2ª VARA DE SANTA INÊS;MA;SANTA INES;2024;10;0802104-02.2023.8.10.0056;{49};49;USUCAPIÃO;{10458};2024-10-09;{20241009:28:454};{20230728:17:15085,20240110:17:941,20240215:33:332,20240828:17:15085};Eletrônico;Conhecimento não criminal;0;3121;4349;;;;;;;;;
TJMA;G1;3ª VARA DE SANTA INÊS;MA;SANTA INES;2024;10;sigiloso(612226621);{49};49;USUCAPIÃO;{7661,7898};2024-10-09;{20241009:28:458};{20210414:17:12164};Eletrônico;Conhecimento não criminal;0;3122;4349;Sigiloso;Sigiloso;Sigiloso;Sigiloso;Sigiloso;Sigiloso;Sigiloso;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;8;0804456-97.2018.8.10.0058;{49};49;USUCAPIÃO;{10500};2024-08-27;{20240827:28:458};{};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;12;0806458-30.2024.8.10.0058;{49};49;USUCAPIÃO;{10458,10459};2024-12-22;{20241222:28:454};{20241114:17:15085};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;9;0803495-93.2017.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-09-30;{20240930:28:458};{20240716:17:12164};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;10;0803503-26.2024.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-10-02;{20241002:28:454};{20240618:17:15085,20240822:30:15103,20240822:31:334};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;{IMOBILIARIA SANTANA LTDA,ARACAGY ADMINISTRACOES E VENDAS LTDA};{06661656000131,11103710000163};{SOCIEDADE EMPRESARIA LIMITADA,SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS,CORRETAGEM NO ALUGUEL DE IMOVEIS};
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;8;0803731-64.2025.8.10.0058;{49};49;USUCAPIÃO;{10457,10447};2025-08-31;{20250831:28:454};{20250731:17:15085};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;9;0800692-74.2016.8.10.0058;{49};49;USUCAPIÃO;{10458};2025-09-30;{20250930:27:219};{};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;8;0803851-10.2025.8.10.0058;{49};49;USUCAPIÃO;{10447};2025-08-28;{20250828:28:458};{20250718:17:15085,20250731:17:15085,20250731:30:787};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;6;0805882-71.2023.8.10.0058;{49};49;USUCAPIÃO;{10458};2024-06-11;{20240611:28:454};{20240131:17:941};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;{MUNICIPIO DE SAO JOSE DE RIBAMAR};{06351514000178};{MUNICIPIO};{ADMINISTRACAO PUBLICA EM GERAL};Poder_Publico-Polo_Passivo
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;2;0806121-41.2024.8.10.0058;{49};49;USUCAPIÃO;{10458};2025-02-13;{20250213:28:454};{20241127:17:15085};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;{MUNICIPIO DE SAO JOSE DE RIBAMAR};{06351514000178};{MUNICIPIO};{ADMINISTRACAO PUBLICA EM GERAL};Poder_Publico-Polo_Passivo
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;10;0801898-45.2024.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-10-02;{20241002:28:454};{20240415:17:941,20240816:17:15085,20240902:17:15085,20240428:17:961};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;1ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;7;0800903-95.2025.8.10.0058;{49};49;USUCAPIÃO;{10458};2025-07-14;{20250714:28:454};{20250603:17:15085};Eletrônico;Conhecimento não criminal;0;3133;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;2;0800517-41.2020.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-02-22;{20240222:27:220};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;7;0801550-27.2024.8.10.0058;{49};49;USUCAPIÃO;{10500,10458};2024-07-15;{20240715:28:454};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;7;0801146-39.2025.8.10.0058;{49};49;USUCAPIÃO;{11990};2025-07-23;{20250723:28:454};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0806157-49.2025.8.10.0058;{49};49;USUCAPIÃO;{10456};2025-10-28;{20251028:28:463};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;8;0805529-94.2024.8.10.0058;{49};49;USUCAPIÃO;{11980};2025-08-02;{20250802:28:454};{20250630:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{WFD EMPREENDIMENTOS LTDA};{97545131000196};{SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;2;0004638-24.2015.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-02-06;{20190619:28:459,20240206:28:458};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{INCORPORADORA TERRA RICA LTDA,ESTADO DO MARANHAO};{06351522000114,06354468000160};{SOCIEDADE EMPRESARIA LIMITADA,ESTADO OU DISTRITO FEDERAL};{ALUGUEL DE IMOVEIS PROPRIOS,ADMINISTRACAO PUBLICA EM GERAL};Poder_Publico-Polo_Passivo
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0802724-76.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-10-23;{20231128:27:220,20251023:27:219,20251023:29:466};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;7;0803859-89.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-07-11;{20240711:27:219};{20220902:17:12164,20230529:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;8;0802794-88.2024.8.10.0058;{49};49;USUCAPIÃO;{10458};2024-08-30;{20240830:28:454};{20240604:17:941,20240717:31:334,20250130:17:12164};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{ESTADO DO MARANHAO,MUNICIPIO DE SAO JOSE DE RIBAMAR};{06354468000160,06351514000178};{ESTADO OU DISTRITO FEDERAL,MUNICIPIO};{ADMINISTRACAO PUBLICA EM GERAL,ADMINISTRACAO PUBLICA EM GERAL};Poder_Publico-Polo_Passivo
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0800334-24.2025.8.10.0049;{49};49;USUCAPIÃO;{10459};2025-10-16;{20251016:28:454};{20250127:17:941,20250623:89:792};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;10;0803406-65.2020.8.10.0058;{49};49;USUCAPIÃO;{10500,10459};2024-10-29;{20241029:28:454};{20240306:17:941,20210127:17:12151};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;10;0804637-59.2022.8.10.0058;{49};49;USUCAPIÃO;{10458,10459};2024-10-29;{20221213:28:454,20241029:28:454};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{ARACAGY ADMINISTRACOES E VENDAS LTDA};{11103710000163};{SOCIEDADE EMPRESARIA LIMITADA};{CORRETAGEM NO ALUGUEL DE IMOVEIS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;11;0800815-91.2024.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-11-29;{20241129:28:454};{20240730:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{TREZE EMPREENDIMENTOS E SERVICOS IMOBILIARIOS LTDA};{00165786000105};{SOCIEDADE EMPRESARIA LIMITADA};{INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0803351-80.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-10-16;{20251016:27:220};{20240222:17:941,20240418:17:961};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{RIBAMAR CARTORIO DO 1 OFICIO};{10424737000195};{SERVICO NOTARIAL E REGISTRAL (CARTORIO)};{ADMINISTRACAO PUBLICA EM GERAL};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;6;0802162-67.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-06-18;{20240618:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;9;0802086-82.2017.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-09-04;{20240904:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{AMG EMPREENDIMENTOS LTDA};{03434410000139};{SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0805106-03.2025.8.10.0058;{49};49;USUCAPIÃO;{10458};2025-10-01;{20251001:29:466};{};Eletrônico;Conhecimento não criminal;0;3136;4702;{J J INCORPORACAO E CONSTRUTORA LTDA};{15556088000108};{SOCIEDADE EMPRESARIA LIMITADA};{INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS};{ARACAGY ADMINISTRACOES E VENDAS LTDA};{11103710000163};{SOCIEDADE EMPRESARIA LIMITADA};{CORRETAGEM NO ALUGUEL DE IMOVEIS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;3;0801754-42.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-03-28;{20240328:27:220};{};Eletrônico;Conhecimento não criminal;0;3136;4702;{GDR CONSTRUCOES LTDA};{11047633000171};{SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS};{MEGACOL - MEGA CONSTRUCOES LTDA};{05554485000189};{SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;1;0801899-35.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-01-17;{20221216:28:454,20250117:29:466};{20210823:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;8;0801928-85.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-08-30;{20240830:27:220,20250526:29:466};{20211026:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;5;0801928-85.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-05-26;{20240830:27:220,20250526:29:466};{20211026:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;8;0800694-10.2017.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-08-12;{20240812:28:458};{20180206:89:785};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;3;0802738-26.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-03-29;{20240329:27:220};{20220817:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{W C P TAVARES CONSTRUCOES E COMERCIO LTDA};{03586502000134};{SOCIEDADE EMPRESARIA LIMITADA};{CONSTRUCAO DE EDIFICIOS};
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0802110-66.2024.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-10-01;{20251001:28:459};{20240826:30:787,20250905:17:12164};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;5;0802300-63.2023.8.10.0058;{49};49;USUCAPIÃO;{10457};2025-05-13;{20250513:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0804974-43.2025.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-10-13;{20251013:28:454};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;1;0000022-68.1994.8.10.0049;{49};49;USUCAPIÃO;{10457};2025-01-13;{20180130:27:220,20250113:28:458};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;{MUNICIPIO DE PACO DO LUMIAR};{06003636000173};{MUNICIPIO};{ADMINISTRACAO PUBLICA EM GERAL};Poder_Publico-Polo_Passivo
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;6;0801412-94.2023.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-06-10;{20240610:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;7;0801915-52.2022.8.10.0058;{49};49;USUCAPIÃO;{10458,10459};2024-07-16;{20240716:27:219};{20220817:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;11;0802690-33.2023.8.10.0058;{49};49;USUCAPIÃO;{10458};2024-11-29;{20241129:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;12;0800291-94.2024.8.10.0058;{49};49;USUCAPIÃO;{10458};2024-12-02;{20241202:28:459};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;7;0803556-75.2022.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-07-09;{20240709:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;6;0803462-30.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-06-10;{20240610:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;5;0803461-45.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-05-13;{20250513:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;9;0803782-46.2023.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-09-05;{20250905:27:219};{20240312:17:941};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;4;0804719-90.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-04-15;{20240415:27:219};{20230116:31:334};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;12;0800193-90.2016.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-12-13;{20241213:28:12325};{20190911:17:12151};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0801759-98.2021.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-10-16;{20251016:27:220};{20210809:17:12164};Eletrônico;Conhecimento não criminal;0;3136;4702;{SILVEIRA E SOARES LTDA};{35187595000110};{SOCIEDADE EMPRESARIA LIMITADA};{SERVICOS DE ARQUITETURA};;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;5;0802279-24.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-05-13;{20250513:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;11;0803388-39.2023.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-11-22;{20241122:29:466};{20241016:17:12387};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;4;0804588-18.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-04-08;{20240408:27:220};{20221119:89:785};Eletrônico;Conhecimento não criminal;0;3136;4702;{FIXTELL TELECOM NE LTDA};{29479878000133};{SOCIEDADE EMPRESARIA LIMITADA};{SERVICOS DE COMUNICACAO MULTIMIDIA - SCM};;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;8;0805357-26.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-08-02;{20250802:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;9;0803266-26.2023.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-09-03;{20250903:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0800088-35.2024.8.10.0058;{49};49;USUCAPIÃO;{10457};2025-10-16;{20251016:27:219};{20240513:30:787};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;5;0800755-55.2023.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-05-13;{20250513:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;10;0800552-59.2024.8.10.0058;{49};49;USUCAPIÃO;{10457};2025-10-13;{20251013:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;9;0802284-46.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2024-09-30;{20240930:27:219};{};Eletrônico;Conhecimento não criminal;0;3136;4702;{A A ROSA VAZ LTDA};{28205935000123};{SOCIEDADE EMPRESARIA LIMITADA};{SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE};;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2025;1;0800345-31.2022.8.10.0058;{49};49;USUCAPIÃO;{10459};2025-01-28;{20250128:27:219};{20240517:17:12387};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
TJMA;G1;2ª VARA C�?VEL DE SÃO JOSÉ DE RIBAMAR;MA;SAO JOSE DE RIBAMAR;2024;6;0801786-47.2022.8.10.0058;{49};49;USUCAPIÃO;{10457};2024-06-18;{20240618:27:219};{20220817:31:334,20220922:89:785};Eletrônico;Conhecimento não criminal;0;3136;4702;;;;;;;;;
